"","Top1_Hotel","Top2_Hotel","Top3_Hotel","Top4_Hotel","Top5_Hotel"
"57920","107195","171631","182839","543930","675673"
"142145","75444","25428","38266","43980","118117"
"186729","55703","148132","158466","253792","271787"
"187580","53692","83814","171631","304189","367491"
"195580","75382","191404","237017","253650","305809"
"195859","188347","262394","297220","438089","505804"
"201541","50523","53692","55621","55703","67841"
"216385","55256","62015","226121","623734","744386"
"241336","82748","283170","283621","402353","443698"
"262799","43109","55703","193038","311124","408794"
"270282","55621","108890","141708","291752","294468"
"294984","84057","97221","118117","169356","272597"
"306166","29051","38266","49552","50518","64736"
"312863","52490","141708","212050","221943","309436"
"358394","55709","247805","549310","593101","675886"
"389681","319985","623734","741043","771343","807269"
"399461","49552","50518","53067","83498","199844"
"424325","107972","182839","262394","370870","390894"
"453818","50523","148132","214531","311694","590681"
"458267","158466","198307","255177","255202","307497"
"468497","2818","53671","57978","108890","152280"
"494281","205759","219276","345397","481664","485237"
"505271","56879","271787","356424","434097","440992"
"510307","50515","214531","289071","514946","593483"
"521338","254800","291752","331946","370870","447151"
"522491","379885","414917","593101","582280","189754"
"531200","203658","276275","502869","675886","728144"
"532034","69042","236180","370870","467103","498514"
"534213","43109","58211","73917","141708","265349"
"549167","107195","169356","254104","305809","340994"
"571678","118302","175989","226121","437757","517092"
"619612","277011","544506","582028","760035","255809"
"627962","25428","446592","620056","68873","362458"
"662664","44391","188347","589194","780674","52490"
"673543","55256","304189","350271","445660","568005"
"692831","2818","50515","53671","55703","62015"
"699671","50515","645579","667928","794322","43980"
"739084","758475","44129","294468","779297","83814"
"750244","38266","50518","304082","306852","362458"
"796812","68873","76668","82482","414917","438089"
"798559","62015","118097","221943","379885","431635"
"808981","118302","250702","414917","422044","450767"
"887792","510836","788351","801544","474452","564826"
"913549","25428","31080","43980","50515","52490"
"922621","44391","48076","533623","667928","715856"
"934348","20168","53692","101618","107195","118117"
"950010","274688","480245","27886","237017","571029"
"965667","29051","55709","96048","169356","205759"
"995697","55703","55807","179528","272597","367491"
"1005087","82748","158466","307470","402353","553514"
"1008875","56879","137026","485237","634170","689623"
"1023895","2818","20168","25428","29051","42970"
"1030587","48076","52490","150634","188347","255809"
"1094489","67841","294468","485237","553216","571029"
"1135786","44391","107972","199844","236180","302426"
"1139469","43980","44391","255177","304189","609202"
"1141485","254800","563682","582121","621108","639981"
"1178877","108890","627213","652888","744386","555225"
"1185852","53067","58211","67841","282269","311584"
"1211966","174592","247805","314235","505012","714520"
"1219810","31080","38266","118097","255202","305200"
"1221415","80635","305200","600983","608432","29051"
"1221888","58211","62801","73208","101618","118117"
"1256454","28871","42970","50570","174592","304082"
"1259411","62015","73917","107972","108890","152280"
"1271678","431635","528594","665250","676922","314235"
"1283321","42970","82748","255809","480245","38266"
"1305208","165833","174592","431635","561713","641875"
"1308801","219276","443698","715799","742634","184282"
"1312133","50518","115795","422044","515921","561022"
"1319480","289071","663390","705423","783348","43109"
"1325697","247805","320689","505012","600983","62015"
"1336633","67841","271787","431206","432233","485237"
"1337152","44391","169356","198307","205759","305200"
"1337537","57978","83814","522471","690757","44391"
"1347048","2818","46386","82748","203658","286374"
"1350388","48076","107195","171054","400325","442105"
"1352286","754020","297220","301220","310722","551606"
"1365084","653596","714243","722997","732509","740995"
"1406783","130390","245927","579851","588288","667305"
"1421901","55256","137026","198307","283621","311584"
"1448980","584938","50570","63872","101618","169356"
"1464510","2818","49552","58211","190943","217692"
"1468271","169356","250751","613110","787331","53671"
"1477191","253650","306852","311694","800723","38266"
"1486411","73917","83498","222516","282269","370870"
"1488099","31080","42970","384909","555399","561022"
"1500608","25428","44129","165833","402353","410998"
"1501819","49552","730916","42970","76668","96048"
"1502797","29051","169356","175989","390894","406794"
"1518360","118117","55621","55709","64736","67841"
"1539253","581342","665134","75444","118302","150634"
"1542832","137026","294468","442105","652660","696113"
"1552059","379143","38266","43980","53692","101618"
"1557267","75444","115795","137026","442105","446592"
"1573009","97221","190943","212050","340994","364728"
"1598424","28871","55256","350271","451719","639480"
"1602026","20168","217692","245927","255177","284319"
"1609042","148132","685990","759402","236632","655216"
"1609969","49552","80635","118302","189754","212050"
"1626796","158466","198307","213371","533623","575615"
"1640555","169356","311584","367107","686018","422044"
"1642815","2818","152280","169356","191404","203658"
"1647820","50518","293514","331946","387644","629670"
"1657165","253792","255809","418098","689623","759299"
"1661620","58211","327285","489418","522471","760599"
"1663866","53692","55703","237017","290701","311124"
"1670066","29051","141708","713715","50515","55621"
"1696020","48076","64769","73917","107972","108890"
"1738291","47061","80635","107195","191404","307470"
"1772563","538723","561713","575615","629670","689623"
"1793895","271787","462341","589237","642247","716781"
"1803801","63872","254800","552145","553216","588059"
"1831568","495862","538723","632434","645568","696113"
"1856394","212050","250702","350271","624485","698672"
"1882741","76668","190943","515088","528227","600983"
"1898757","49552","97476","108890","150634","158466"
"1899420","42970","118117","130390","396125","422044"
"1954555","53671","245927","293337","294468","328723"
"2008330","190943","340994","489832","514946","543930"
"2030990","25428","350271","642190","2818","55256"
"2047798","62801","291752","301220","307470","310722"
"2064560","255177","283621","450767","474452","791690"
"2105984","214531","58211","63872","80635","82748"
"2113812","50570","115795","118302","230710","319985"
"2131687","150634","438089","565735","807531","816048"
"2188439","442105","481664","515921","591951","686018"
"2191037","31080","46386","55621","56879","118117"
"2191136","69042","174592","516482","530136","620056"
"2197822","53692","97476","213371","262394","446592"
"2210060","256670","179528","301220","370870","414917"
"2293300","300067","410998","608432","653459","660856"
"2296088","62015","213371","214531","582135","705423"
"2296343","652660","31080","43109","50518","53692"
"2315881","254104","378523","379885","533623","754020"
"2324005","191404","450767","600983","631543","656268"
"2327267","84057","356424","484836","652575","675886"
"2341442","82482","627213","683431","689623","787331"
"2342196","507598","118117","437757","740616","779225"
"2354909","107972","300067","543930","789743","807531"
"2358043","283621","807531","69042","174592","271787"
"2369370","522471","665134","28871","47061","55807"
"2387332","28871","363678","549310","613088","776288"
"2395278","169356","367491","551606","50523","56879"
"2405157","73917","345397","551495","505012","641875"
"2411384","48076","49552","62015","284319","291637"
"2439449","47061","319985","555225","690757","741043"
"2450395","2818","25428","47061","55709","67841"
"2460218","538723","25428","101618","174592","265349"
"2460925","107195","182839","199844","302426","474452"
"2461413","63872","565735","722997","744158","782254"
"2493425","150634","291637","311694","588116","590236"
"2499364","294468","362458","640623","656268","770281"
"2510107","29051","53692","82748","158466","168769"
"2524784","440992","514946","705423","734886","730965"
"2526812","50570","55703","62015","247805","300067"
"2536879","27886","44391","55709","62015","82482"
"2547605","57978","107195","171054","301220","306852"
"2574458","118302","200461","553514","619662","528227"
"2597146","64736","101618","118117","293337","301220"
"2667507","57978","301220","310722","362458","364728"
"2674028","2818","20168","27886","38266","44391"
"2677887","418098","52490","53067","68873","230710"
"2686549","38266","101618","115795","158466","230710"
"2691000","50570","345397","364728","402353","565735"
"2694521","158466","212050","247805","255202","480245"
"2698418","97476","148132","595990","628465","408794"
"2699033","29051","62801","69042","205759","254104"
"2707013","82482","174592","205759","361342","474452"
"2709101","221943","431635","595990","779297","50570"
"2719162","230710","495862","588020","619662","624485"
"2724950","53671","55868","120872","283621","505804"
"2737248","252080","400325","446999","483779","623734"
"2740598","31080","43109","49552","82748","137026"
"2773540","361342","798941","55807","82748","240191"
"2778131","44391","539579","670745","729260","623734"
"2807294","272597","345397","418901","438089","444935"
"2809789","53067","175989","437757","538723","609202"
"2816647","43980","55709","274688","546221","582280"
"2819553","57978","364728","601882","25428","31080"
"2820580","184282","219276","255177","282269","284319"
"2826744","44391","57978","221943","230710","262394"
"2847616","67841","189754","396125","432233","627188"
"2856748","25428","253650","327285","446592","515088"
"2865695","20168","171631","305200","432233","685990"
"2868026","38266","118302","168769","327285","414917"
"2871270","75382","107972","222516","364728","387644"
"2871930","255177","311124","516482","396125","478448"
"2900177","254800","283621","366438","408794","623734"
"2912814","63872","130390","291637","308028","582121"
"2923773","67841","274688","408794","450767","462341"
"2924208","31080","73208","130390","282269","357980"
"2941133","20168","50518","55621","137026","175989"
"2944771","25428","305809","319985","620056","631543"
"2952948","50515","83814","169356","175989","191404"
"2957606","255177","289071","320689","438089","623652"
"2965087","174592","191404","442105","445345","628465"
"2969181","28871","47061","84057","118117","190943"
"2969256","55709","184282","219276","446592","675886"
"2976221","226121","489832","552145","705423","755982"
"2991842","69042","199844","214531","237017","297220"
"3000454","47061","53067","190943","191404","304082"
"3026717","203658","283621","460469","595990","609250"
"3042726","356424","367107","552145","553514","555225"
"3043156","62801","205759","410998","516482","595990"
"3061513","107972","108890","130390","137026","283621"
"3071046","53067","64769","75444","226121","284319"
"3080120","83814","226121","255177","291637","434097"
"3085202","250702","319985","505012","568005","582028"
"3093794","379885","675673","807531","734886","744386"
"3122261","97476","293514","350271","431206","450767"
"3133489","52490","25428","50523","53692","62015"
"3146037","193038","446592","489832","200461","256670"
"3146203","118117","384909","754020","53692","137026"
"3181427","31080","73208","91535","581869","589237"
"3192554","190943","445345","642190","670828","805368"
"3204169","619662","182839","191404","489832","510836"
"3217422","118302","254104","384909","444935","494433"
"3224082","290701","291752","28871","222516","415619"
"3241444","50515","64736","289071","294468","445345"
"3241922","29051","38266","184282","219276","255809"
"3260074","43980","265349","340994","379143","438089"
"3260805","67841","118097","199844","253792","415619"
"3278419","20168","43109","64736","254800","367491"
"3279032","286500","311124","345397","505650","624485"
"3281295","97476","408794","555225","581342","588059"
"3287406","213371","221943","255809","340994","387644"
"3308880","297220","495862","311124","55256","97221"
"3314075","152280","175989","188347","314082","342540"
"3315379","148132","256670","402353","652888","702120"
"3327797","20168","171631","190943","563682","699991"
"3341071","42970","254104","308028","431635","480245"
"3356377","49552","50515","80635","255809","304189"
"3375808","2818","42970","53692","55256","80635"
"3386366","73208","253792","56879","73917","96048"
"3399045","38266","193038","498514","538723","601882"
"3441513","43109","53692","55256","64769","75382"
"3466926","50518","83498","198307","254104","441424"
"3477524","214531","226121","305809","515088","575603"
"3478967","73917","82748","130390","356424","451719"
"3492012","190943","516482","563682","642247","716107"
"3505809","38266","57978","115795","158466","253650"
"3505991","56879","68873","83498","97221","118097"
"3544416","29051","56879","200461","290701","320689"
"3545120","91535","271787","283170","446999","705935"
"3556952","20168","43109","55256","64769","97221"
"3576778","20168","44391","50570","55256","152280"
"3590237","653596","67841","80635","97221","158466"
"3595270","80635","222516","301220","588116","637742"
"3597538","165833","213371","221922","253792","467103"
"3601645","28871","53671","80635","118117","203658"
"3608337","2818","63872","253792","274688","309436"
"3628337","76668","171631","255809","265349","271787"
"3631890","38266","52490","396125","410998","552145"
"3644216","43980","179528","277011","561713","670828"
"3644637","42970","286500","297220","340994","580978"
"3647272","2818","190943","340994","555399","570478"
"3651457","118097","203658","214531","250751","254104"
"3653201","43980","67841","168769","290701","291752"
"3663776","43980","55703","75382","148132","162467"
"3680046","44391","64769","213371","252080","283170"
"3718408","284319","730916","219276","245927","258273"
"3723952","50518","52490","53067","83814","162467"
"3724795","422044","97221","175989","240191","258273"
"3758910","28871","53671","68873","82482","101618"
"3765319","55709","118302","480245","552145","571130"
"3766012","97221","188347","297220","438089","629670"
"3788782","107195","265349","442105","528227","591951"
"3821129","107972","152280","406794","543930","593483"
"3825509","43109","253792","256670","290701","301220"
"3846003","43109","262394","590681","755431","791690"
"3855104","568005","714520","703616","29051","43109"
"3886540","148132","255202","274688","549310","582121"
"3886755","489418","590386","689623","759402","807269"
"3892074","49552","50570","82748","118302","171054"
"3892282","28871","49552","53067","141708","175989"
"3955041","49552","293337","327285","328723","363678"
"3960806","50570","107972","308028","415619","539579"
"3977053","304082","350271","489418","658049","619662"
"3984496","62015","83498","302426","387644","489418"
"4017740","2818","47061","96048","169356","214531"
"4046204","20168","42970","50515","58211","62015"
"4046972","29051","31080","50570","120872","179528"
"4056223","42970","247805","289071","422044","582121"
"4084012","356424","379143","483779","590386","608432"
"4097500","217692","254800","364728","631543","713715"
"4100482","20168","55868","64769","120872","253650"
"4100544","150634","158466","379885","418098","628465"
"4106698","271787","798941","498514","50570","52490"
"4108308","84057","162467","199844","221943","253650"
"4117053","148132","274688","297220","310722","431206"
"4155386","158466","212050","379143","402353","553514"
"4156667","474452","236632","118117","283621","361342"
"4165820","31080","188347","361342","528022","561713"
"4175055","50523","55807","82482","101618","118117"
"4179993","48076","73917","82748","212050","283170"
"4180511","410998","50515","63872","64769","75382"
"4187551","62801","73208","82748","120872","190943"
"4188252","158466","563682","730916","591951","744158"
"4189952","148132","311584","327285","357980","364728"
"4193761","55621","82482","162467","174592","247805"
"4198054","47061","55621","63872","97476","250702"
"4202425","432233","759060","28871","47061","50515"
"4252277","214531","327285","445660","581869","591951"
"4260264","50518","27886","46386","49552","55709"
"4272620","304082","2818","137026","130390","245927"
"4280207","450767","789743","742634","293514","50515"
"4281147","57978","75382","311584","379885","619662"
"4286813","27886","52490","64736","174592","193038"
"4309450","58211","82748","221922","319985","356424"
"4314129","46386","214531","265349","555399","741043"
"4330819","291752","549310","663390","702120","781253"
"4363352","67841","141708","483779","589194","627188"
"4364462","76668","447151","503629","505804","515088"
"4369217","82748","158466","256670","474452","505650"
"4380449","97221","193038","236180","364728","402353"
"4381542","84057","245927","271787","306852","553216"
"4387197","137026","274688","283170","340994","400325"
"4412129","82748","108890","212050","283170","505804"
"4415881","43109","63872","64736","80635","272597"
"4438302","46386","366438","408794","415619","441424"
"4443833","55703","494433","685990","719623","758475"
"4447646","67841","503629","551606","627188","647264"
"4456680","107972","118117","141708","290701","400325"
"4458062","168769","283621","418098","446999","690757"
"4459890","53067","55807","101618","179528","290701"
"4489932","184282","222516","253792","301220","356424"
"4502294","83498","184282","256670","286500","291752"
"4503528","203658","515088","551495","683431","716781"
"4505941","282269","297220","445660","621108","55709"
"4519705","55256","73208","190943","217692","305809"
"4521818","311694","450767","624485","665134","675673"
"4522084","356424","431206","49552","53067","53692"
"4532209","57978","141708","282269","366438","514946"
"4537149","27886","55703","130390","137026","236632"
"4579320","137026","253650","276275","357980","402353"
"4579810","50518","50570","58211","82482","107195"
"4616538","794322","43109","47061","82748","107972"
"4632845","44129","118097","250702","250751","271787"
"4641285","44129","25428","50515","50523","663697"
"4644013","53671","152280","319985","446999","631543"
"4651226","75444","148132","291752","294468","447151"
"4663170","55709","130390","175989","190943","272597"
"4668971","137026","148132","265349","410998","441424"
"4688823","191404","236632","302426","747847","182839"
"4690432","175989","311124","502869","543932","575603"
"4691280","68873","563682","629670","653459","728527"
"4715209","446999","484836","561297","570753","650232"
"4722235","50570","307470","432233","441424","474452"
"4726648","293514","620056","645568","663697","715799"
"4735650","213371","221943","442105","446592","483779"
"4765752","67841","82482","84057","302426","311124"
"4799505","27886","141708","515921","591951","663390"
"4827205","55709","97476","588059","715799","768274"
"4830630","245927","258273","451719","483779","572208"
"4831627","286374","437757","467103","744659","590386"
"4875280","311584","571130","590236","705423","729317"
"4891238","101618","141708","222516","276275","310722"
"4897970","212050","570478","590681","53692","55709"
"4901980","2818","219276","505650","510836","581342"
"4905127","38266","80635","83498","91535","175989"
"4935243","28871","44391","76668","168769","190943"
"4937229","115795","165833","289071","308028","361342"
"4938413","118117","250702","293337","300067","582030"
"4945128","43980","307470","400325","565735","575615"
"4959941","673453","789743","50518","52490","58211"
"4976553","67841","69042","245927","283170","291637"
"5011601","83814","101618","115795","191404","253650"
"5022420","283170","307497","319985","320689","787331"
"5023084","44391","55621","107972","118117","240191"
"5037898","108890","517996","612698","31080","38266"
"5039682","29051","44129","53671","76668","108890"
"5039919","236632","289071","570478","629670","784543"
"5044001","230710","484836","589194","619662","734886"
"5058598","50570","120872","169356","198307","308028"
"5062046","2818","101618","190943","252080","274688"
"5064424","50570","55807","73208","152280","162467"
"5093231","62801","63872","175989","328723","437757"
"5127223","62801","82748","199844","247805","255202"
"5134169","271787","44129","62015","118097","184282"
"5134833","27886","50570","53067","199844","291637"
"5155963","53671","56879","222516","226121","291752"
"5196152","120872","130390","247805","255809","306852"
"5207679","25428","50523","83814","107972","150634"
"5268852","50570","68873","69042","83498","162467"
"5290998","44391","107195","265349","637742","699991"
"5299179","55256","68873","115795","171054","174592"
"5330753","25428","47061","50518","55621","101618"
"5336046","43980","48076","75444","118097","162467"
"5351733","696113","52490","55621","118117","162467"
"5379475","73917","570478","693432","46386","2818"
"5384133","108890","120872","213371","286374","310722"
"5385464","115795","438089","568005","595990","696113"
"5399286","27886","48076","55256","62801","75444"
"5403147","53067","55807","379885","591951","650232"
"5412054","64736","158466","200461","212050","258273"
"5435558","130390","221943","253792","396125","553216"
"5445555","190943","258273","286374","588116","692906"
"5446448","175989","230710","289071","291752","400325"
"5461945","58211","179528","572208","621108","660856"
"5484579","169356","307497","310722","314235","432233"
"5495353","653596","47061","53692","58211","158466"
"5513568","43980","55868","69042","120872","198307"
"5527039","67841","716107","450767","327285","809177"
"5537923","38266","55703","55807","83814","97221"
"5558015","43980","82482","188347","253792","396125"
"5560205","55256","253792","284319","301220","307470"
"5574416","50523","68873","107195","115795","422044"
"5582413","48076","64736","97221","158466","169356"
"5604808","27886","49552","53692","97221","190943"
"5619477","250702","255177","302426","311124","384909"
"5646154","770281","158466","212050","222516","320689"
"5646772","782254","25428","38266","50523","118097"
"5647495","27886","44391","83814","107972","175989"
"5667389","230710","305200","309436","331946","582030"
"5669252","97221","199844","502869","543932","575603"
"5681109","55256","68873","118117","130390","171631"
"5694124","293514","307470","533623","740616","779225"
"5706763","190943","297220","489832","754020","485237"
"5719622","191404","443698","489832","505650","563682"
"5720466","48076","75444","107195","203658","274688"
"5732915","29051","43980","53671","69042","83498"
